timestamp,open,high,low,close,volume
2025-12-17 14:39:00,12.22,12.22,12.22,12.22,0.0
2025-12-17 14:40:00,12.22,12.22,12.22,12.22,2.89824121
2025-12-17 14:41:00,12.23,12.23,12.22,12.22,85.80395108
2025-12-17 14:42:00,12.22,12.22,12.22,12.22,0.0
2025-12-17 14:43:00,12.22,12.22,12.22,12.22,0.0
2025-12-17 14:44:00,12.22,12.22,12.22,12.22,0.0
2025-12-17 14:45:00,12.2,12.2,12.16,12.16,81.0049149
2025-12-17 14:46:00,12.14,12.14,12.11,12.12,430.03198449
2025-12-17 14:47:00,12.1,12.11,12.07,12.11,586.22028363
2025-12-17 14:48:00,12.11,12.11,12.11,12.11,64.64532494
2025-12-17 14:49:00,12.12,12.15,12.12,12.15,1420.08247021
2025-12-17 14:50:00,12.18,12.18,12.18,12.18,2.399104
2025-12-17 14:51:00,12.2,12.21,12.2,12.21,7.24510774
2025-12-17 14:52:00,12.22,12.37,12.22,12.37,874.72136009
2025-12-17 14:53:00,12.37,12.4,12.34,12.37,803.51632023
2025-12-17 14:54:00,12.38,12.47,12.38,12.46,1282.851853
2025-12-17 14:55:00,12.45,12.46,12.42,12.42,679.39810672
2025-12-17 14:56:00,12.43,12.46,12.43,12.44,160.97497656
2025-12-17 14:57:00,12.44,12.45,12.44,12.44,65.32565888
2025-12-17 14:58:00,12.44,12.45,12.44,12.44,507.05605186
2025-12-17 14:59:00,12.47,12.47,12.45,12.45,187.05047209
2025-12-17 15:00:00,12.47,12.55,12.47,12.53,4903.01959521
2025-12-17 15:01:00,12.52,12.52,12.47,12.48,1203.47405478
2025-12-17 15:02:00,12.48,12.52,12.48,12.5,6142.49666753
2025-12-17 15:03:00,12.51,12.54,12.51,12.52,231.65993566
2025-12-17 15:04:00,12.52,12.52,12.51,12.51,403.99680255
2025-12-17 15:05:00,12.51,12.54,12.5,12.54,206.42586953
2025-12-17 15:06:00,12.56,12.63,12.56,12.62,5114.78801865
2025-12-17 15:07:00,12.63,12.64,12.59,12.6,52.06900223
2025-12-17 15:08:00,12.59,12.59,12.59,12.59,0.57348958
2025-12-17 15:09:00,12.58,12.58,12.52,12.52,107.50338797
2025-12-17 15:10:00,12.53,12.54,12.53,12.53,49.75391942
2025-12-17 15:11:00,12.54,12.54,12.52,12.52,631.44371594
2025-12-17 15:12:00,12.52,12.53,12.51,12.51,115.71549914
2025-12-17 15:13:00,12.52,12.52,12.52,12.52,9.47101238
2025-12-17 15:14:00,12.53,12.55,12.53,12.55,4.35330961
2025-12-17 15:15:00,12.56,12.58,12.56,12.56,22.87598648
2025-12-17 15:16:00,12.56,12.57,12.56,12.57,423.99372488
2025-12-17 15:17:00,12.58,12.6,12.58,12.59,343.71792414
2025-12-17 15:18:00,12.6,12.6,12.56,12.57,748.37572805
2025-12-17 15:19:00,12.55,12.56,12.54,12.55,786.82097498
2025-12-17 15:20:00,12.53,12.53,12.52,12.52,372.59833353
2025-12-17 15:21:00,12.52,12.53,12.52,12.53,4.21681416
2025-12-17 15:22:00,12.5,12.5,12.49,12.49,867.43745174
2025-12-17 15:23:00,12.53,12.53,12.53,12.53,0.11675718
2025-12-17 15:24:00,12.53,12.53,12.49,12.49,58.01461339
2025-12-17 15:25:00,12.5,12.5,12.47,12.47,139.25863523
2025-12-17 15:26:00,12.49,12.5,12.49,12.5,11.69019367
2025-12-17 15:27:00,12.49,12.49,12.49,12.49,1.6683007
2025-12-17 15:28:00,12.5,12.5,12.5,12.5,32.63314651
2025-12-17 15:29:00,12.5,12.5,12.5,12.5,0.0
2025-12-17 15:30:00,12.51,12.51,12.51,12.51,1443.00000365
2025-12-17 15:31:00,12.53,12.53,12.53,12.53,0.10452875
2025-12-17 15:32:00,12.5,12.5,12.5,12.5,114.98826097
2025-12-17 15:33:00,12.52,12.52,12.52,12.52,0.18138
2025-12-17 15:34:00,12.53,12.53,12.49,12.49,516.59772164
2025-12-17 15:35:00,12.48,12.48,12.41,12.41,6147.66498195
2025-12-17 15:36:00,12.41,12.42,12.38,12.42,1456.9523563
2025-12-17 15:37:00,12.44,12.44,12.43,12.44,197.1824116
2025-12-17 15:38:00,12.43,12.43,12.41,12.42,32.31486314
2025-12-17 15:39:00,12.41,12.41,12.41,12.41,74.82797743
2025-12-17 15:40:00,12.41,12.41,12.41,12.41,130.41278
2025-12-17 15:41:00,12.41,12.41,12.41,12.41,9.55496173
2025-12-17 15:42:00,12.39,12.4,12.37,12.4,93.46089849
2025-12-17 15:43:00,12.37,12.37,12.34,12.34,156.953626
2025-12-17 15:44:00,12.34,12.34,12.34,12.34,33.01855198
2025-12-17 15:45:00,12.36,12.37,12.31,12.32,784.99433153
2025-12-17 15:46:00,12.34,12.35,12.34,12.34,886.49800948
2025-12-17 15:47:00,12.34,12.35,12.31,12.35,38.38048371
2025-12-17 15:48:00,12.34,12.35,12.34,12.35,20.40497362
2025-12-17 15:49:00,12.34,12.36,12.34,12.36,3.99679323
2025-12-17 15:50:00,12.32,12.32,12.25,12.25,74.59584766
2025-12-17 15:51:00,12.26,12.28,12.26,12.28,14.09334064
