timestamp,open,high,low,close,volume
2025-12-17 14:39:00,1.8815,1.8815,1.8815,1.8815,2.98581983
2025-12-17 14:40:00,1.8804,1.885,1.8804,1.885,42.84563095
2025-12-17 14:41:00,1.885,1.885,1.885,1.885,0.0
2025-12-17 14:42:00,1.885,1.885,1.885,1.885,0.0
2025-12-17 14:43:00,1.885,1.885,1.885,1.885,0.0
2025-12-17 14:44:00,1.8803,1.8803,1.8803,1.8803,5.0
2025-12-17 14:45:00,1.8816,1.8825,1.8729,1.8729,775.7100331
2025-12-17 14:46:00,1.8726,1.8726,1.8649,1.8649,1786.70518067
2025-12-17 14:47:00,1.8648,1.8678,1.8612,1.8678,1919.70059752
2025-12-17 14:48:00,1.8674,1.8685,1.867,1.8685,48.52459993
2025-12-17 14:49:00,1.8683,1.8737,1.8672,1.8737,15896.20220609
2025-12-17 14:50:00,1.8745,1.878,1.8745,1.878,531.57836812
2025-12-17 14:51:00,1.8827,1.8838,1.8826,1.8838,201.0813581
2025-12-17 14:52:00,1.8859,1.91,1.8859,1.91,3907.38456448
2025-12-17 14:53:00,1.9084,1.9124,1.899,1.9016,5415.92908105
2025-12-17 14:54:00,1.9048,1.9207,1.9048,1.9207,9104.76670326
2025-12-17 14:55:00,1.9146,1.9206,1.9106,1.9206,213.22881866
2025-12-17 14:56:00,1.9196,1.9271,1.9169,1.923,1538.56342621
2025-12-17 14:57:00,1.9247,1.9254,1.9247,1.9254,81.85188266
2025-12-17 14:58:00,1.9256,1.9256,1.9256,1.9256,8.55553434
2025-12-17 14:59:00,1.9272,1.9283,1.9249,1.9283,79.32572048
2025-12-17 15:00:00,1.9294,1.9368,1.9282,1.9282,9328.30357451
2025-12-17 15:01:00,1.9302,1.9303,1.9223,1.9256,3473.68523987
2025-12-17 15:02:00,1.9284,1.9302,1.9284,1.9302,117.094966
2025-12-17 15:03:00,1.9346,1.9421,1.9346,1.9395,4508.28539418
2025-12-17 15:04:00,1.9405,1.9437,1.9381,1.9381,278.21721821
2025-12-17 15:05:00,1.9405,1.9457,1.9405,1.9457,351.76451533
2025-12-17 15:06:00,1.9466,1.95,1.9454,1.9475,12956.85848442
2025-12-17 15:07:00,1.9479,1.9509,1.9416,1.9431,415.93082179
2025-12-17 15:08:00,1.9437,1.9464,1.9426,1.9439,135.3086656
2025-12-17 15:09:00,1.942,1.942,1.9375,1.9377,2340.94851671
2025-12-17 15:10:00,1.9374,1.9382,1.9351,1.938,2937.68554374
2025-12-17 15:11:00,1.9378,1.9383,1.9347,1.9347,28.17291442
2025-12-17 15:12:00,1.9347,1.9347,1.9347,1.9347,0.0
2025-12-17 15:13:00,1.939,1.94,1.939,1.94,29.69428852
2025-12-17 15:14:00,1.9403,1.9448,1.9403,1.9448,9900.46607363
2025-12-17 15:15:00,1.9448,1.9448,1.9448,1.9448,0.0
2025-12-17 15:16:00,1.9432,1.9432,1.943,1.943,17679.5871594
2025-12-17 15:17:00,1.946,1.9484,1.946,1.9484,82.03462801
2025-12-17 15:18:00,1.9481,1.9481,1.9481,1.9481,28.793
2025-12-17 15:19:00,1.943,1.9439,1.9421,1.9439,104803.55659443
2025-12-17 15:20:00,1.9401,1.9401,1.9395,1.9395,3.14102935
2025-12-17 15:21:00,1.9391,1.9391,1.9391,1.9391,7.20442359
2025-12-17 15:22:00,1.9361,1.9361,1.9338,1.9355,35.90750058
2025-12-17 15:23:00,1.9357,1.9375,1.9357,1.9375,9.51726093
2025-12-17 15:24:00,1.9341,1.9341,1.9313,1.9313,123.58881459
2025-12-17 15:25:00,1.9311,1.9311,1.9255,1.9255,1057.32049345
2025-12-17 15:26:00,1.9264,1.9274,1.9253,1.9274,182.7052235
2025-12-17 15:27:00,1.9252,1.9252,1.9227,1.9228,731.22699821
2025-12-17 15:28:00,1.9255,1.9258,1.9255,1.9258,10.0
2025-12-17 15:29:00,1.9295,1.9295,1.9295,1.9295,17.7674
2025-12-17 15:30:00,1.9295,1.9295,1.9295,1.9295,2.886e-05
2025-12-17 15:31:00,1.9295,1.9295,1.9295,1.9295,0.0
2025-12-17 15:32:00,1.9247,1.9262,1.9245,1.9249,12500.0
2025-12-17 15:33:00,1.9264,1.9289,1.9264,1.9289,33.9118808
2025-12-17 15:34:00,1.926,1.926,1.924,1.924,3447.33597549
2025-12-17 15:35:00,1.924,1.924,1.912,1.912,4409.59082739
2025-12-17 15:36:00,1.912,1.912,1.9053,1.9057,1804.00310094
2025-12-17 15:37:00,1.9135,1.9143,1.9135,1.9143,10.0
2025-12-17 15:38:00,1.9095,1.9095,1.9087,1.9087,67.9125389
