timestamp,open,high,low,close,volume
2025-12-17 14:39:00,1.91828,1.91828,1.91631,1.91759,1373.25616215
2025-12-17 14:40:00,1.91739,1.92161,1.91739,1.92161,4252.54427081
2025-12-17 14:41:00,1.92175,1.92175,1.91649,1.91657,1008.31983866
2025-12-17 14:42:00,1.91649,1.91758,1.9157,1.91758,6294.89021759
2025-12-17 14:43:00,1.91765,1.9182,1.91695,1.91702,31172.76163989
2025-12-17 14:44:00,1.91629,1.91814,1.91628,1.91814,1154.776458
2025-12-17 14:45:00,1.92035,1.9208,1.91251,1.91312,6274.888667
2025-12-17 14:46:00,1.91369,1.91369,1.906,1.9087,41059.94527419
2025-12-17 14:47:00,1.9074,1.9099,1.90501,1.90906,115898.38783111
2025-12-17 14:48:00,1.90973,1.91146,1.90887,1.91146,5959.99034364
2025-12-17 14:49:00,1.91093,1.91433,1.91012,1.91433,28788.23016822
2025-12-17 14:50:00,1.9149,1.91984,1.91478,1.91869,17847.3881902
2025-12-17 14:51:00,1.91985,1.92225,1.91908,1.92171,2638.96192593
2025-12-17 14:52:00,1.922,1.942,1.922,1.942,177610.95993365
2025-12-17 14:53:00,1.94247,1.94808,1.93754,1.94241,162300.49465718
2025-12-17 14:54:00,1.94229,1.95199,1.94229,1.95041,96326.91472267
2025-12-17 14:55:00,1.95043,1.96173,1.94958,1.96173,64900.95992423
2025-12-17 14:56:00,1.96093,1.96436,1.95724,1.96034,38049.92085288
2025-12-17 14:57:00,1.96144,1.96663,1.9604,1.96193,129080.73308289
2025-12-17 14:58:00,1.96176,1.96221,1.956,1.95885,3109367.229762
2025-12-17 14:59:00,1.95897,1.96533,1.95849,1.96269,695055.85833116
2025-12-17 15:00:00,1.96207,1.96799,1.96004,1.96004,47458.60231599
2025-12-17 15:01:00,1.96189,1.96435,1.95339,1.96182,67405.27033282
2025-12-17 15:02:00,1.96128,1.96391,1.95801,1.96329,27676.81389478
2025-12-17 15:03:00,1.96376,1.97065,1.96371,1.97065,238016.75026305
2025-12-17 15:04:00,1.96983,1.972,1.96403,1.96456,148753.76686988
2025-12-17 15:05:00,1.964,1.9771,1.96201,1.97604,112313.83730647
2025-12-17 15:06:00,1.97637,1.9823,1.97606,1.9797,226223.78447355
2025-12-17 15:07:00,1.97971,1.98172,1.97605,1.98155,101538.12944061
2025-12-17 15:08:00,1.98208,1.98249,1.97742,1.97742,41405.50469151
2025-12-17 15:09:00,1.97711,1.97842,1.97313,1.97533,155833.81504128
2025-12-17 15:10:00,1.97533,1.98024,1.97333,1.98024,223431.82514881
2025-12-17 15:11:00,1.9799,1.98048,1.975,1.97521,4750.09212478
2025-12-17 15:12:00,1.976,1.97677,1.97395,1.97454,8877.54243699
2025-12-17 15:13:00,1.97541,1.97987,1.97541,1.97987,2636.55691405
2025-12-17 15:14:00,1.98,1.98377,1.98,1.98259,8932.30260314
2025-12-17 15:15:00,1.98322,1.98488,1.98172,1.98466,17409.62057962
2025-12-17 15:16:00,1.98433,1.98433,1.97931,1.9813,12742.46957627
2025-12-17 15:17:00,1.98137,1.98656,1.98137,1.98445,19135.21230719
2025-12-17 15:18:00,1.98391,1.98469,1.97839,1.97839,53862.29739922
2025-12-17 15:19:00,1.97623,1.97684,1.97302,1.97554,17581.04553065
2025-12-17 15:20:00,1.9753,1.97595,1.972,1.97371,30013.538564
2025-12-17 15:21:00,1.97213,1.97213,1.96832,1.96915,97350.2213805
2025-12-17 15:22:00,1.968,1.96885,1.96559,1.9688,14900.23857798
2025-12-17 15:23:00,1.96917,1.97257,1.96917,1.96921,29531.33090049
2025-12-17 15:24:00,1.97037,1.97037,1.96501,1.96501,19290.95661407
2025-12-17 15:25:00,1.965,1.96557,1.96251,1.96326,28189.28181893
2025-12-17 15:26:00,1.964,1.96771,1.96391,1.96729,20887.91205611
2025-12-17 15:27:00,1.96641,1.96695,1.96251,1.96424,127320.07288577
2025-12-17 15:28:00,1.96462,1.96948,1.96305,1.96948,1842.86280483
2025-12-17 15:29:00,1.9699,1.97113,1.96911,1.96984,4512.33644429
2025-12-17 15:30:00,1.97,1.9704,1.96911,1.97033,1711.14530369
2025-12-17 15:31:00,1.96896,1.97053,1.96785,1.97045,1628.87383101
2025-12-17 15:32:00,1.96953,1.97099,1.96792,1.96947,23621.60090918
2025-12-17 15:33:00,1.96931,1.97204,1.96862,1.97204,2655.92868061
2025-12-17 15:34:00,1.97045,1.97045,1.96341,1.96367,25078.98509869
2025-12-17 15:35:00,1.96359,1.96359,1.95386,1.95386,9943.17338227
2025-12-17 15:36:00,1.95387,1.95408,1.94744,1.95289,64599.23476462
2025-12-17 15:37:00,1.95385,1.95655,1.95201,1.95201,21069.23986602
2025-12-17 15:38:00,1.95357,1.95357,1.95,1.95003,30896.12010972
2025-12-17 15:39:00,1.94955,1.95044,1.94805,1.94973,1305.30676999
2025-12-17 15:40:00,1.94952,1.95196,1.94922,1.95087,18456.62496493
2025-12-17 15:41:00,1.95087,1.95155,1.94801,1.94882,7144.52305141
2025-12-17 15:42:00,1.94933,1.94994,1.94025,1.94025,25437.50217328
2025-12-17 15:43:00,1.94162,1.94162,1.935,1.935,102109.12094553
2025-12-17 15:44:00,1.93735,1.93779,1.93222,1.93637,128939.96805442
2025-12-17 15:45:00,1.93719,1.93719,1.92901,1.93184,13212.97189738
2025-12-17 15:46:00,1.93138,1.93302,1.9264,1.92796,61960.72795531
2025-12-17 15:47:00,1.9269,1.92995,1.9228,1.92995,29129.91837748
2025-12-17 15:48:00,1.92795,1.93188,1.92689,1.93005,39990.71582267
2025-12-17 15:49:00,1.93189,1.9338,1.92848,1.92992,7193.32711839
2025-12-17 15:50:00,1.92964,1.93016,1.9133,1.91845,136724.05519766
2025-12-17 15:51:00,1.92058,1.92079,1.91504,1.9175,19294.2932464
2025-12-17 15:52:00,1.918,1.91914,1.91009,1.9144,170001.0755944
2025-12-17 15:53:00,1.91299,1.91496,1.91174,1.91447,31365.70309923
2025-12-17 15:54:00,1.915,1.91634,1.91288,1.9131,29975.98812006
2025-12-17 15:55:00,1.91343,1.91631,1.9063,1.91496,157154.61635607
2025-12-17 15:56:00,1.91542,1.91912,1.91391,1.91391,36931.8699402
2025-12-17 15:57:00,1.91372,1.91601,1.913,1.913,28272.71204471
2025-12-17 15:58:00,1.91277,1.91306,1.9075,1.91145,81745.80049722
2025-12-17 15:59:00,1.91164,1.91175,1.90824,1.91065,38261.18906749
2025-12-17 16:00:00,1.91004,1.91171,1.90811,1.91171,19835.9823496
2025-12-17 16:01:00,1.91505,1.91777,1.91429,1.91693,12305.45642305
2025-12-17 16:02:00,1.9165,1.92132,1.91611,1.9184,22617.83127578
2025-12-17 16:03:00,1.91814,1.92039,1.91706,1.92029,6715.86407754
2025-12-17 16:04:00,1.91987,1.91987,1.91746,1.91947,7655.25199929
2025-12-17 16:05:00,1.91731,1.91795,1.91568,1.91568,2192.79354301
2025-12-17 16:06:00,1.91447,1.9178,1.91324,1.9178,3226.7828425
2025-12-17 16:07:00,1.91951,1.91951,1.91837,1.91927,6016.36957162
2025-12-17 16:08:00,1.91831,1.91862,1.91591,1.91842,2191.57449338
